4725584,1354,1,1,1,5855500,1
4725977,6196,1,1,15,5859900,-1
2118573,7529,1,1,9,5855000,1
2109819,8154,1,1,100,5860000,-1
3562118,3145,1,1,5,5855000,1
2126847,4206,1,1,120,5860000,-1
9480911,7345,1,1,25,5855000,1
2851758,3590,1,1,3,5860000,-1
13419503,5215,1,1,50,5854000,1
2881480,7328,1,1,25,5860000,-1
3790155,5010,1,1,20,5853800,1
3305469,6547,1,1,20,5860000,-1
4725582,1084,1,1,2,5853800,1
3559332,7150,1,1,3,5860000,-1
12695153,647,1,1,5,5853600,1
3569136,8789,1,1,8,5860000,-1
3647225,8840,1,1,20,5860000,-1
3689528,2693,1,1,65,5860000,-1
4730816,7205,1,1,50,5860000,-1
4985450,9689,1,1,10,5860000,-1
5395985,3752,1,1,1,5860000,-1
6325489,8091,1,1,500,5860000,-1
9433882,6152,1,1,35,5860000,-1
9303209,3328,1,1,18,5865000,-1
10296777,3051,1,1,40,5865000,-1
1365134,2729,1,1,4,5865700,-1
3647227,6395,1,1,80,5866000,-1
16316953,1052,1,3,100,5855100,1
16335544,1303,1,1,100,5855000,1
16335544,4773,1,3,100,5855000,1
16310817,490,1,3,18,5856600,1
16316688,6138,1,3,18,5856900,1
16337151,243,1,1,100,5854700,1
16337399,5224,1,1,18,5858700,-1
16337407,2196,1,1,5,5858600,-1
16337408,9148,1,1,13,5858600,-1
16337414,3932,1,1,18,5854800,1
16337423,9792,1,1,18,5858400,-1
16337430,5942,1,1,18,5858500,-1
16337440,3537,1,1,3,5858600,-1
16337151,8667,1,3,100,5854700,1
16337597,184,1,1,100,5854200,1
16338748,1888,1,1,15,5854900,1
16339076,1129,1,1,100,6003800,-1
16339262,7202,1,1,66,6000000,-1
16339418,4717,1,1,15,5858300,-1
15693613,9910,1,3,409,5834600,1
16207170,6182,1,3,100,5859900,-1
16337414,8531,1,3,18,5854800,1
16337399,541,1,3,18,5858700,-1
16337423,2056,1,3,18,5858400,-1
16337407,4943,1,3,5,5858600,-1
16337408,7721,1,3,13,5858600,-1
16337430,6263,1,3,18,5858500,-1
16337440,5815,1,3,3,5858600,-1
16338748,4829,1,3,15,5854900,1
16207125,5118,1,3,100,5859400,-1
16207442,4213,1,3,200,5859800,-1
16365896,9876,1,1,100,5858000,-1
16368700,3664,1,1,200,5858900,-1
16339418,613,1,3,15,5858300,-1
16374467,6244,1,1,50,5720000,1
16380157,9969,1,1,18,5857700,-1
16380182,4772,1,1,18,5857800,-1
16380189,6594,1,1,18,5857900,-1
16380190,5526,1,1,18,5858000,-1
1903538,4848,1,3,100,5870000,-1
16396043,8140,1,1,18,5854700,1
16396051,2726,1,1,5,5854600,1
16380189,9583,1,3,18,5857900,-1
16380157,1506,1,3,18,5857700,-1
16380182,1356,1,3,18,5857800,-1
16380190,6732,1,3,18,5858000,-1
16399505,6497,1,1,50,5600000,1
16400908,4317,1,1,4,5869000,-1
16401226,6586,1,1,300,5840100,1
16401966,8033,1,1,20,5820000,1
16402559,7126,1,1,10,5875000,-1
16402634,4941,1,1,18,5857700,-1
16402643,1434,1,1,18,5857800,-1
16402646,5221,1,1,18,5857900,-1
16402650,993,1,1,18,5858000,-1
16402700,8581,1,1,10,5980000,-1
16403136,2254,1,1,3,5700000,1
16405027,4159,1,1,300,5450000,1
16405587,2523,1,1,98,5750000,1
16405593,7416,1,1,100,5460000,1
16405849,8160,1,1,600,5889400,-1
16405923,771,1,1,1200,5760000,1
16406396,7276,1,1,10,6000000,-1
16411143,3929,1,1,225,5990000,-1
16415481,2824,1,1,13,5857600,-1
16402646,1483,1,3,18,5857900,-1
16402643,4934,1,3,18,5857800,-1
16402650,5223,1,3,18,5858000,-1
16415792,9000,1,1,18,5857300,-1
16415796,4706,1,1,18,5857500,-1
16415798,6929,1,1,18,5857400,-1
16415801,4406,1,1,9,5857600,-1
16419186,7623,1,1,5,5450000,1
16402634,8765,1,3,18,5857700,-1
16415796,1809,1,3,18,5857500,-1
16415481,6652,1,3,13,5857600,-1
16415801,9337,1,3,9,5857600,-1
16415798,5232,1,3,18,5857400,-1
16426495,691,1,1,60,5870000,-1
16428667,5643,1,1,2000,5840000,1
16235607,1341,1,3,5,5863300,-1
16440769,1742,1,1,200,5970000,-1
16441754,8518,1,1,100,5785500,1
16445672,754,1,1,18,5857300,-1
16445684,6563,1,1,10,5857200,-1
16445687,5091,1,1,8,5857200,-1
16445707,4184,1,1,18,5857200,-1
16446663,6567,1,1,100,5870000,-1
16337597,5342,1,3,100,5854200,1
16447901,3626,1,1,100,5898500,-1
16448284,4071,1,1,100,5450000,1
16448955,4077,1,1,100,5450000,1
16449896,2030,1,1,100,5854400,1
16449896,7779,1,3,100,5854400,1
16450945,9067,1,1,100,5854200,1
16457080,7306,1,1,100,5900000,-1
16368700,230,1,3,200,5858900,-1
16445687,8972,1,3,8,5857200,-1
16445707,4690,1,3,18,5857200,-1
16415792,9945,1,3,18,5857300,-1
16445672,751,1,3,18,5857300,-1
16445684,39,1,3,10,5857200,-1
16467671,7602,1,1,100,5858100,-1
16450945,4115,1,3,100,5854200,1
16479076,5779,1,1,100,5856900,1
16479076,4843,1,3,100,5856900,1
16479170,9503,1,1,100,5854200,1
16485127,7365,1,1,100,5503100,1
16486693,1234,1,1,18,5857700,-1
16486703,809,1,1,8,5857900,-1
16486709,1150,1,1,18,5857800,-1
16486714,4645,1,1,10,5857900,-1
16486717,6884,1,1,18,5858000,-1
16479170,5721,1,3,100,5854200,1
16488533,5095,1,1,100,5854700,1
16497956,9110,1,1,18,5857400,-1
16497960,321,1,1,4,5857500,-1
16486703,9338,1,3,8,5857900,-1
16486709,5606,1,3,18,5857800,-1
16486714,9370,1,3,10,5857900,-1
16486717,6648,1,3,18,5858000,-1
16497983,1116,1,1,18,5857100,-1
16497988,8204,1,1,2,5857200,-1
16502634,1067,1,1,100,5857100,-1
16504889,429,1,1,18,5856800,-1
16504892,7648,1,1,16,5856900,-1
16488533,9277,1,3,100,5854700,1
16527925,7493,1,1,66,5857000,1
16486693,241,1,3,18,5857700,-1
16497956,7312,1,3,18,5857400,-1
16497960,8283,1,3,4,5857500,-1
16497988,7411,1,3,2,5857200,-1
16497983,9069,1,3,18,5857100,-1
16527982,5046,1,1,18,5854500,1
16535218,1215,1,1,18,5856800,-1
16535225,8156,1,1,18,5856900,-1
16535228,5668,1,1,18,5857000,-1
16535234,7193,1,1,18,5857100,-1
16538191,4223,1,1,10,5854600,1
16527982,8680,1,3,18,5854500,1
16539283,3024,1,1,12,5856500,-1
16554356,4885,1,1,18,5854600,1
16535228,504,1,3,18,5857000,-1
16535225,267,1,3,18,5856900,-1
16535234,86,1,3,18,5857100,-1
16556387,4609,1,1,100,5853700,1
16556599,1969,1,1,10,5854700,1
16485127,2311,1,3,100,5503100,1
16558679,2070,1,1,100,5503100,1
16563530,6256,1,1,18,5856800,-1
16563536,9521,1,1,18,5856900,-1
16563538,6775,1,1,18,5857000,-1
16563541,2777,1,1,16,5857100,-1
11599111,2205,1,1,230,5853000,1
10795752,2295,1,1,250,5867500,-1
13126986,7728,1,1,10,5851700,1
1918308,9630,1,1,30,5868000,-1
3647226,5829,1,1,1,5850500,1
1918106,6670,1,1,100,5868600,-1
12040928,1703,1,1,2,5850400,1
11368988,8441,1,1,20,5869000,-1
1366993,4176,1,1,4,5850000,1
2050120,499,1,1,17,5870000,-1
1370558,528,1,1,3,5850000,1
2134900,230,1,1,40,5870000,-1
1668565,7506,1,1,5,5850000,1
2681097,6599,1,1,300,5870000,-1
2114188,758,1,1,2,5850000,1
3272621,6923,1,1,50,5870000,-1
2117274,7888,1,1,30,5850000,1
3554411,2274,1,1,14,5870000,-1
2127309,2852,1,1,5,5850000,1
3562673,6152,1,1,75,5870000,-1
2776078,113,1,1,5,5850000,1
3566430,8410,1,1,150,5870000,-1
2854293,8856,1,1,10,5850000,1
3647238,8010,1,1,20,5870000,-1
3171647,807,1,1,5,5850000,1
3647240,2503,1,1,15,5870000,-1
3172468,9505,1,1,5,5850000,1
5049505,8161,1,1,70,5870000,-1
3184267,5812,1,1,5,5850000,1
5926279,4868,1,1,2,5870000,-1
3304030,358,1,1,4,5850000,1
9486047,2431,1,1,27,5870000,-1
3549791,1685,1,1,36,5850000,1
9702616,6260,1,1,15,5870000,-1
3561189,1899,1,1,1,5850000,1
11587707,7693,1,1,100,5870000,-1
3585371,4419,1,1,10,5850000,1
12759816,8115,1,1,5,5870000,-1
3647228,353,1,1,98,5850000,1
1996321,2703,1,1,1000,5872200,-1
3647230,7447,1,1,6,5850000,1
3647231,3743,1,1,10,5850000,1
3647232,4382,1,1,5,5850000,1
3647233,377,1,1,3,5850000,1
3647235,1346,1,1,10,5850000,1
3647236,9901,1,1,5,5850000,1
3647237,7809,1,1,5,5850000,1
3688678,9931,1,1,65,5850000,1
4406694,9728,1,1,6,5850000,1
4725562,3425,1,1,25,5850000,1
4726308,32,1,1,6,5850000,1
4727127,3289,1,1,8,5850000,1
4731365,9339,1,1,10,5850000,1
6057645,6834,1,1,300,5850000,1
7552794,3901,1,1,40,5850000,1
10138545,5228,1,1,800,5850000,1
10183494,7495,1,1,3349,5850000,1
11592601,162,1,1,15,5850000,1
12136452,5480,1,1,1,5850000,1
8712887,808,1,1,50,5849500,1
16538191,6729,1,3,10,5854600,1
16563536,3669,1,3,18,5856900,-1
16563541,1345,1,3,16,5857100,-1
16554356,6858,1,3,18,5854600,1
16556599,4712,1,3,10,5854700,1
16563530,7529,1,3,18,5856800,-1
16563538,6837,1,3,18,5857000,-1
16617159,6461,1,1,18,5854500,1
16632807,7371,1,1,18,5854700,1
16632813,122,1,1,2,5854600,1
16502634,3059,1,3,100,5857100,-1
16655686,6752,1,1,16,5857900,-1
16655691,4485,1,1,18,5858000,-1
16617159,6126,1,3,18,5854500,1
16632807,1290,1,3,18,5854700,1
16632813,640,1,3,2,5854600,1
16658480,9978,1,1,18,5854700,1
16658483,9244,1,1,18,5854600,1
16658486,967,1,1,2,5854500,1
16661173,2528,1,1,18,5857600,-1
16661182,3638,1,1,18,5857700,-1
16556387,2134,1,3,100,5853700,1
16655686,1442,1,3,16,5857900,-1
16658483,6581,1,3,18,5854600,1
16655691,7048,1,3,18,5858000,-1
16658480,7837,1,3,18,5854700,1
16658486,8265,1,3,2,5854500,1
16661182,3636,1,3,18,5857700,-1
16661173,4155,1,3,18,5857600,-1
16675424,2857,1,1,16,5857900,-1
16675431,1967,1,1,18,5858000,-1
16675936,9467,1,1,100,5854700,1
16675969,6067,1,1,900,5856800,-1
16679201,1938,1,1,18,5856700,-1
16685587,979,1,1,10,5814800,1
16704576,2780,1,1,18,5855000,1
16704590,450,1,1,18,5854900,1
16704592,8516,1,1,2,5854800,1
16675424,644,1,3,16,5857900,-1
16675431,6068,1,3,18,5858000,-1
16679201,8195,1,3,18,5856700,-1
16704576,2873,1,3,18,5855000,1
16704590,7119,1,3,18,5854900,1
16704592,6234,1,3,2,5854800,1
16730960,3894,1,1,100,5856800,-1
16746392,2067,1,1,18,5856500,-1
16751233,8344,1,1,100,5784600,1
16751271,4770,1,1,100,5927400,-1
16730960,2129,1,3,100,5856800,-1
16752894,1887,1,1,100,5856500,-1
12767108,4271,1,1,1000,5848500,1
1304744,9188,1,1,100,5874100,-1
2117277,8553,1,1,20,5848000,1
3647242,1267,1,1,32,5874100,-1
877391,5044,1,1,10,5846900,1
13406354,8399,1,1,200,5874300,-1
4294238,3326,1,1,49,5846900,1
1444975,3854,1,1,100,5874800,-1
11909644,8925,1,1,100,5845000,1
1918157,4768,1,1,19,5874900,-1
1373335,4580,1,1,2,5844900,1
1278150,9787,1,1,175,5875000,-1
10751395,1435,1,1,200,5842500,1
2854047,4712,1,1,100,5875000,-1
3647244,1298,1,1,9,5875000,-1
9823165,3090,1,1,100,5875000,-1
1346304,3374,1,1,100,5875900,-1
16779043,7844,1,1,18,5854700,1
16779073,8209,1,1,14,5854800,1
16781704,6594,1,1,18,5856700,-1
16810314,8189,1,1,100,5905000,-1
16810316,1939,1,1,100,5915000,-1
16812705,166,1,1,100,5765000,1
16812706,6756,1,1,100,5775000,1
16812712,8496,1,1,100,5785000,1
16812718,7274,1,1,100,5795000,1
16751233,9790,1,3,100,5784600,1
16815014,5385,1,1,100,5784400,1
16818091,7465,1,1,7,5854800,1
16779043,9259,1,3,18,5854700,1
16779073,166,1,3,14,5854800,1
16781704,3880,1,3,18,5856700,-1
16818125,3254,1,1,53,5854800,1
16818137,2711,1,1,52,5854800,1
16818156,3819,1,1,1,5854800,1
16818175,8317,1,1,5,5854800,1
16818181,3719,1,1,45,5854800,1
16818182,4596,1,1,39,5854800,1
16818198,312,1,1,27,5854800,1
16841958,485,1,1,18,5856600,-1
4864091,4206,1,1,12,5841500,1
12850881,4610,1,1,200,5876500,-1
4725498,7400,1,1,82,5840900,1
3583391,790,1,1,100,5877200,-1
3565398,3391,1,1,40,5840100,1
12671288,4613,1,1,100,5877500,-1
1918309,4893,1,1,50,5840000,1
4670802,3850,1,1,25,5877700,-1
2115811,882,1,1,10,5840000,1
3647247,8551,1,1,45,5878000,-1
2470155,6090,1,1,15,5840000,1
13603146,6558,1,1,130,5878000,-1
3502533,5531,1,1,8,5840000,1
13444612,4291,1,1,40,5879000,-1
3558087,9025,1,1,2,5840000,1
3647243,1398,1,1,4,5840000,1
3689103,5311,1,1,50,5840000,1
4727912,7545,1,1,5,5840000,1
5743143,8568,1,1,2,5840000,1
6788988,4898,1,1,240,5840000,1
6951722,7948,1,1,262,5840000,1
12762365,5972,1,1,100,5840000,1
13195914,931,1,1,200,5840000,1
4027388,2223,1,1,20,5836000,1
11278598,6550,1,1,250,5835500,1
16841958,8414,1,3,18,5856600,-1
16879396,4080,1,1,100,5858000,-1
16182629,4126,1,3,100,5852500,1
16898655,5939,1,1,2,5807900,1
16898660,254,1,1,2,5856800,-1
1374689,1154,1,1,1,5835000,1
4726563,1768,1,1,210,5879900,-1
9460494,3518,1,1,100,5832200,1
1333223,912,1,1,4,5880000,-1
13492296,9095,1,1,10,5831300,1
1360987,8187,1,1,1000,5880000,-1
1830402,3182,1,1,300,5831000,1
1361119,3611,1,1,200,5880000,-1
7270903,1397,1,1,400,5831000,1
1364795,2660,1,1,44,5880000,-1
11435964,1952,1,1,100,5831000,1
1367608,704,1,1,10,5880000,-1
3647246,2128,1,1,8,5830300,1
1369007,5602,1,1,100,5880000,-1
1333271,6847,1,1,46,5830000,1
1996866,135,1,1,10,5880000,-1
2125608,8191,1,1,35,5880000,-1
2130940,7197,1,1,500,5880000,-1
2567592,3822,1,1,100,5880000,-1
3559257,9833,1,1,30,5880000,-1
3647252,8172,1,1,50,5880000,-1
3647253,2516,1,1,4,5880000,-1
4639835,1512,1,1,400,5880000,-1
4728216,7273,1,1,100,5880000,-1
4864058,9068,1,1,105,5880000,-1
6313285,9525,1,1,350,5880000,-1
6415887,13,1,1,500,5880000,-1
7287079,817,1,1,20,5880000,-1
7504327,6671,1,1,1000,5880000,-1
7972046,4109,1,1,2,5880000,-1
8121371,8937,1,1,10,5880000,-1
9147313,7939,1,1,42,5880000,-1
13183526,1464,1,1,1000,5880000,-1
13204037,7971,1,1,1000,5880000,-1
13368133,9592,1,1,100,5880000,-1
13403838,3010,1,1,50,5880000,-1
3647256,9511,1,1,10,5880100,-1
3647257,1126,1,1,10,5880100,-1
3647259,3287,1,1,1000,5880800,-1
3647263,3897,1,1,10,5880900,-1
3577667,7012,1,1,330,5881000,-1
16914630,585,1,1,100,5854900,1
16818091,1491,1,3,7,5854800,1
16818125,2342,1,3,53,5854800,1
16818137,7934,1,3,52,5854800,1
16818156,788,1,3,1,5854800,1
1377069,3851,1,1,1,5830000,1
1996323,7780,1,1,1000,5881100,-1
1918307,6458,1,1,100,5830000,1
3647265,9360,1,1,800,5881700,-1
1996865,6918,1,1,10,5830000,1
3549795,8097,1,1,278,5882000,-1
2125484,9857,1,1,10,5830000,1
3566989,3836,1,1,65,5882500,-1
2135757,9851,1,1,4,5830000,1
3569409,3650,1,1,133,5883300,-1
3184265,2855,1,1,500,5830000,1
1917918,1162,1,1,100,5883500,-1
3549251,3321,1,1,10,5830000,1
3647248,2838,1,1,10,5830000,1
3647249,1514,1,1,100,5830000,1
3647251,1967,1,1,5,5830000,1
8783845,4390,1,1,150,5830000,1
9184235,8454,1,1,100,5830000,1
9283576,3272,1,1,15,5830000,1
9431649,5869,1,1,10,5830000,1
9756084,3218,1,1,100,5830000,1
11283436,4130,1,1,1000,5830000,1
11751898,9883,1,1,57,5830000,1
12672543,2429,1,1,50,5830000,1
13434669,7123,1,1,19,5830000,1
3567065,9289,1,1,200,5829000,1
2122505,1675,1,1,7,5828000,1
10822855,4726,1,1,400,5826500,1
3647254,3727,1,1,100,5826400,1
3647258,9180,1,1,100,5826000,1
16939575,4837,1,1,42,5854900,1
16265761,9017,1,3,67,5854400,1
16818175,7719,1,3,5,5854800,1
16948611,3833,1,1,320,5856800,-1
16948722,8206,1,1,320,5856800,-1
16949037,4429,1,1,67,5854900,1
16948611,5099,1,3,320,5856800,-1
16949716,6037,1,1,320,5856800,-1
16818181,2465,1,3,45,5854800,1
16950346,1241,1,1,18,5855000,1
16957682,4678,1,1,18,5856800,-1
16957685,3842,1,1,18,5856700,-1
16958115,2534,1,1,2,5856600,-1
16675936,4937,1,3,66,5854700,1
16958771,9090,1,1,66,5854900,1
16959555,7477,1,1,169,5856600,-1
16959555,3506,1,3,169,5856600,-1
16959614,5916,1,1,169,5856600,-1
16959614,6582,1,3,169,5856600,-1
16959673,4085,1,1,169,5856600,-1
16959673,1484,1,3,169,5856600,-1
11446328,1532,1,1,400,5825600,1
4645410,479,1,1,25,5825100,1
1374166,6212,1,1,10,5825000,1
3647261,3348,1,1,25,5825000,1
3647262,7938,1,1,100,5825000,1
7277520,5340,1,1,50,5825000,1
13389558,1607,1,1,100,5825000,1
3299334,3639,1,1,490,5824300,1
3302097,4126,1,1,511,5824300,1
3585873,7569,1,1,500,5824300,1
1134377,2553,1,1,50,5823700,1
16972144,2527,1,1,18,5854700,1
16972157,9498,1,1,4,5854600,1
16972164,3516,1,1,200,5859100,-1
16957682,2701,1,3,18,5856800,-1
16957685,6105,1,3,18,5856700,-1
16958115,9319,1,3,2,5856600,-1
16979328,9965,1,1,18,5856500,-1
16979334,8160,1,1,18,5856600,-1
16979338,9184,1,1,18,5856700,-1
16979339,9494,1,1,18,5856800,-1
16948722,280,1,3,320,5856800,-1
16972144,7470,1,3,18,5854700,1
16972157,1139,1,3,4,5854600,1
16972164,3232,1,3,200,5859100,-1
16979338,4486,1,3,18,5856700,-1
16979334,2009,1,3,18,5856600,-1
16979328,7416,1,3,18,5856500,-1
16979339,7402,1,3,18,5856800,-1
17011325,3086,1,1,18,5856600,-1
17020774,4359,1,1,320,5856600,-1
17011325,2834,1,3,18,5856600,-1
16949716,5605,1,3,320,5856800,-1
17026393,2489,1,1,18,5856300,-1
17026397,7218,1,1,18,5856400,-1
17026398,7964,1,1,18,5856500,-1
17026405,8360,1,1,18,5856600,-1
17027766,4622,1,1,320,5856300,-1
17029589,9550,1,1,14,5856100,-1
17020774,6553,1,3,320,5856600,-1
17030071,8175,1,1,320,5856100,-1
17027766,4467,1,3,320,5856300,-1
17026398,9848,1,3,18,5856500,-1
17026397,197,1,3,18,5856400,-1
17026405,8719,1,3,18,5856600,-1
16249592,7115,1,3,50,5854400,1
17026393,8594,1,3,18,5856300,-1
17029589,6317,1,3,14,5856100,-1
17047419,2852,1,1,18,5855800,-1
17047422,203,1,1,18,5855900,-1
17047424,3338,1,1,18,5856000,-1
17047425,6822,1,1,18,5856100,-1
16265573,3832,1,3,100,5858700,-1
17047422,8560,1,3,18,5855900,-1
17047424,159,1,3,18,5856000,-1
17047419,7829,1,3,18,5855800,-1
17047425,7676,1,3,18,5856100,-1
17055489,5336,1,1,100,5855800,-1
17057352,4673,1,1,320,5855800,-1
17030071,5274,1,3,320,5856100,-1
17065496,2325,1,1,320,5855600,-1
17057352,7933,1,3,320,5855800,-1
17077786,4295,1,1,18,5855400,-1
17077789,7339,1,1,18,5855500,-1
17077932,1091,1,1,320,5855400,-1
17065496,7629,1,3,320,5855600,-1
17078173,949,1,1,18,5855200,-1
17078176,2230,1,1,18,5855300,-1
17078284,3613,1,1,320,5855200,-1
17077932,8980,1,3,320,5855400,-1
16675969,78,1,3,143,5856800,-1
17079484,9041,1,1,143,5853900,-1
17079499,7524,1,1,1,5853900,1
17079564,8777,1,1,320,5855200,-1
17078284,7452,1,3,320,5855200,-1
16295892,189,1,3,100,5858900,-1
17082021,7921,1,1,100,5855400,-1
17090001,4625,1,1,320,5855100,-1
17078173,25,1,3,18,5855200,-1
17077789,6204,1,3,18,5855500,-1
17077786,9785,1,3,18,5855400,-1
17078176,71,1,3,18,5855300,-1
17079564,880,1,3,320,5855200,-1
17099848,7571,1,1,27,5855000,-1
17099873,567,1,1,320,5855000,-1
17090001,6591,1,3,320,5855100,-1
17099848,1167,1,3,27,5855000,-1
17132504,3715,1,1,320,5854300,-1
17099873,6292,1,3,320,5855000,-1
17140921,2740,1,1,18,5853100,1
17140924,3859,1,1,4,5853000,1
17144557,6266,1,1,320,5854200,-1
17140921,4758,1,3,18,5853100,1
17140924,7291,1,3,4,5853000,1
17132504,5154,1,3,320,5854300,-1
17166135,2257,1,1,100,5853600,1
17172314,3638,1,1,251,5854300,-1
17172314,6282,1,3,251,5854300,-1
17082021,9362,1,3,100,5855400,-1
17248317,3098,1,1,100,5855700,-1
17249867,9672,1,1,18,5853600,1
17250016,3561,1,1,4,5853700,1
17250485,2281,1,1,59,5855800,-1
17293774,6786,1,1,18,5856700,-1
17249867,7490,1,3,18,5853600,1
17300494,620,1,1,18,5856400,-1
17300495,6183,1,1,18,5856500,-1
17300497,4131,1,1,18,5856600,-1
17250016,3065,1,3,4,5853700,1
17324274,4313,1,1,18,5856400,-1
17300495,6816,1,3,18,5856500,-1
17293774,4532,1,3,18,5856700,-1
17300497,7349,1,3,18,5856600,-1
17325121,388,1,1,18,5856300,-1
17325702,9092,1,1,100,5859900,-1
17329817,3274,1,1,44,5854400,-1
17300494,173,1,3,18,5856400,-1
17324274,6664,1,3,18,5856400,-1
17325121,3513,1,3,18,5856300,-1
17329859,194,1,1,18,5856200,-1
17329859,3166,1,3,18,5856200,-1
17329912,2179,1,1,18,5856800,-1
17329915,9801,1,1,18,5856700,-1
17329922,9124,1,1,8,5856500,-1
17331198,3167,1,1,18,5853600,1
17332747,7631,1,1,18,5856500,-1
17334022,7690,1,1,18,5856200,-1
17334023,8540,1,1,8,5856300,-1
17354342,4317,1,1,100,5854100,1
17331198,8071,1,3,18,5853600,1
17329915,7378,1,3,18,5856700,-1
17329912,6496,1,3,18,5856800,-1
17329922,7915,1,3,8,5856500,-1
17332747,937,1,3,18,5856500,-1
17334023,3760,1,3,8,5856300,-1
17359068,7105,1,1,14,5856100,-1
17382133,3962,1,1,18,5855800,-1
17382136,1242,1,1,18,5856100,-1
17334022,9235,1,3,18,5856200,-1
17382133,1583,1,3,18,5855800,-1
17359068,7303,1,3,14,5856100,-1
